nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
1.734848133101577261e+01
nan
nan
nan
nan
nan
nan
nan
1.734848133101577972e+01
nan
nan
1.601434096638878941e+02
8.344815981851310482e+01
5.294552887865992119e+01
3.919180284076029608e+01
3.514773542103232984e+01
3.919180284076029608e+01
5.294552887865991408e+01
8.344815981851316167e+01
1.601434096638878941e+02
nan
nan
5.811946409141118011e+02
4.358959806855837655e+02
3.804812050702279294e+02
3.559075778699172474e+02
3.487167845484670465e+02
3.559075778699172474e+02
3.804812050702278725e+02
4.358959806855839929e+02
5.811946409141119148e+02
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
5.343000136337701989e+00
nan
nan
nan
nan
nan
nan
nan
5.343000136337703765e+00
nan
nan
1.549064277174360313e+02
7.915940322584434341e+01
4.906323189275468621e+01
3.551194839418105431e+01
3.153104698161595110e+01
3.551194839418105431e+01
4.906323189275467200e+01
7.915940322584435762e+01
1.549064277174360598e+02
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
1.734848133101577261e+01
nan
nan
nan
nan
nan
nan
nan
1.734848133101577972e+01
nan
nan
1.601434096638878941e+02
8.344815981851310482e+01
5.294552887865992119e+01
3.919180284076029608e+01
3.514773542103232984e+01
3.919180284076029608e+01
5.294552887865991408e+01
8.344815981851316167e+01
1.601434096638878941e+02
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
4.900695037689565936e+01
nan
nan
nan
nan
nan
nan
nan
4.900695037689566647e+01
nan
nan
1.749657617451208296e+02
9.563401030293637461e+01
6.401952558349071865e+01
4.971653823721995025e+01
4.550154679318909245e+01
4.971653823721995025e+01
6.401952558349071865e+01
9.563401030293638883e+01
1.749657617451208580e+02
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
9.167135095965667801e+01
2.825673087825605734e+01
3.726881508687803990e+00
nan
nan
nan
3.726881508687803990e+00
2.825673087825607865e+01
9.167135095965672065e+01
nan
nan
1.971194450689923201e+02
1.139620394275644202e+02
8.078270281724452673e+01
6.572005508489674241e+01
6.127020116600774458e+01
6.572005508489674241e+01
8.078270281724452673e+01
1.139620394275644770e+02
1.971194450689923769e+02
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
1.381841067403257455e+02
6.552993075997162009e+01
3.678292202124607968e+01
2.390877197806749166e+01
2.013959122061890383e+01
2.390877197806749166e+01
3.678292202124607257e+01
6.552993075997163430e+01
1.381841067403257739e+02
nan
nan
2.238618021002330352e+02
1.362367055955509443e+02
1.013013208752144010e+02
8.540884300472404789e+01
8.070538748800061057e+01
8.540884300472404789e+01
1.013013208752140315e+02
1.362367055955510011e+02
2.238618021002331488e+02
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
