1.000000000000000056e-01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+02
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.273724283495030107e+01
1.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000222e-01,5.476600187034240008e+01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,5.476600187034240008e+01
1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.845501017832020096e+01
8.000000000000000444e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.241380745948060138e+01
8.000000000000000444e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.241380745948060138e+01
1.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000000e+00,6.388449086576390101e+01
8.000000000000000444e-01,1.000000000000000000e+00,1.000000000000000056e-01,6.520655325123810542e+01
6.999999999999999556e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.746746845177260354e+01
8.000000000000000444e-01,1.000000000000000000e+00,8.000000000000000444e-01,6.752407046325579643e+01
9.000000000000000222e-01,9.000000000000000222e-01,2.999999999999999889e-01,7.104676712670320171e+01
1.000000000000000000e+00,8.000000000000000444e-01,4.000000000000000222e-01,7.217537125086539618e+01
9.000000000000000222e-01,9.000000000000000222e-01,5.000000000000000000e-01,7.255786388682180643e+01
1.000000000000000000e+00,6.999999999999999556e-01,1.000000000000000056e-01,7.356965723009180635e+01
1.000000000000000000e+00,6.999999999999999556e-01,9.000000000000000222e-01,7.356965723009180635e+01
1.000000000000000000e+00,6.999999999999999556e-01,9.000000000000000222e-01,7.356965723009180635e+01
9.000000000000000222e-01,8.000000000000000444e-01,1.000000000000000056e-01,7.457885885445560348e+01
8.000000000000000444e-01,9.000000000000000222e-01,2.000000000000000111e-01,7.646870296728199889e+01
5.999999999999999778e-01,1.000000000000000000e+00,2.000000000000000111e-01,7.923588816276229352e+01
5.999999999999999778e-01,1.000000000000000000e+00,2.000000000000000111e-01,7.923588816276229352e+01
8.000000000000000444e-01,9.000000000000000222e-01,4.000000000000000222e-01,8.000724909097360182e+01
1.000000000000000000e+00,6.999999999999999556e-01,5.000000000000000000e-01,8.046725395593520602e+01
6.999999999999999556e-01,9.000000000000000222e-01,1.000000000000000056e-01,8.067625510652010234e+01
1.000000000000000000e+00,5.999999999999999778e-01,9.000000000000000222e-01,8.067625510652010234e+01
5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000056e-01,8.128144339420380504e+01
1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,8.310561030955990702e+01
8.000000000000000444e-01,8.000000000000000444e-01,1.000000000000000056e-01,8.315397590518919912e+01
5.999999999999999778e-01,1.000000000000000000e+00,5.000000000000000000e-01,8.350249041840589825e+01
5.000000000000000000e-01,1.000000000000000000e+00,8.000000000000000444e-01,8.476442172219140048e+01
1.000000000000000000e+00,5.999999999999999778e-01,6.999999999999999556e-01,8.670519805791809631e+01
5.999999999999999778e-01,9.000000000000000222e-01,1.000000000000000056e-01,8.788649861070540226e+01
1.000000000000000000e+00,5.000000000000000000e-01,9.000000000000000222e-01,8.788649861070540226e+01
6.999999999999999556e-01,9.000000000000000222e-01,5.999999999999999778e-01,8.831937556151109447e+01
5.000000000000000000e-01,9.000000000000000222e-01,0.000000000000000000e+00,8.937524354983079888e+01
4.000000000000000222e-01,1.000000000000000000e+00,2.000000000000000111e-01,8.963725032870100051e+01
