1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.021383691880739946e+02
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.021383691880739946e+02
1.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000222e-01,2.096260776770299969e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,2.096260776770299969e+02
1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,2.157846061407969955e+02
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000111e-01,2.157846061407969955e+02
1.000000000000000000e+00,1.000000000000000000e+00,6.999999999999999556e-01,2.203737643775289996e+02
1.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01,2.203737643775289996e+02
9.000000000000000222e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.210728654356269942e+02
1.000000000000000000e+00,9.000000000000000222e-01,0.000000000000000000e+00,2.210728654356269942e+02
9.000000000000000222e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.210728654356269942e+02
1.000000000000000000e+00,9.000000000000000222e-01,1.000000000000000000e+00,2.210728654356269942e+02
1.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.232065791581869973e+02
1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.232065791581869973e+02
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,2.241644025353209884e+02
1.000000000000000000e+00,9.000000000000000222e-01,9.000000000000000222e-01,2.299526670792050140e+02
9.000000000000000222e-01,1.000000000000000000e+00,9.000000000000000222e-01,2.299526670792050140e+02
9.000000000000000222e-01,1.000000000000000000e+00,1.000000000000000056e-01,2.299526670792050140e+02
1.000000000000000000e+00,9.000000000000000222e-01,1.000000000000000056e-01,2.299526670792050140e+02
1.000000000000000000e+00,9.000000000000000222e-01,8.000000000000000444e-01,2.372835320266050019e+02
1.000000000000000000e+00,9.000000000000000222e-01,2.000000000000000111e-01,2.372835320266050019e+02
9.000000000000000222e-01,1.000000000000000000e+00,8.000000000000000444e-01,2.372835320266050019e+02
9.000000000000000222e-01,1.000000000000000000e+00,2.000000000000000111e-01,2.372835320266050019e+02
8.000000000000000444e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.412905162035220030e+02
1.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000000e+00,2.412905162035220030e+02
8.000000000000000444e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.412905162035220030e+02
1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,2.412905162035220030e+02
9.000000000000000222e-01,1.000000000000000000e+00,6.999999999999999556e-01,2.427614535377310006e+02
1.000000000000000000e+00,9.000000000000000222e-01,2.999999999999999889e-01,2.427614535377310006e+02
1.000000000000000000e+00,9.000000000000000222e-01,6.999999999999999556e-01,2.427614535377310006e+02
9.000000000000000222e-01,1.000000000000000000e+00,2.999999999999999889e-01,2.427614535377310006e+02
9.000000000000000222e-01,9.000000000000000222e-01,1.000000000000000000e+00,2.440003043516269940e+02
9.000000000000000222e-01,9.000000000000000222e-01,0.000000000000000000e+00,2.440003043516269940e+02
9.000000000000000222e-01,1.000000000000000000e+00,4.000000000000000222e-01,2.461490627458400127e+02
1.000000000000000000e+00,9.000000000000000222e-01,5.999999999999999778e-01,2.461490627458400127e+02
1.000000000000000000e+00,9.000000000000000222e-01,4.000000000000000222e-01,2.461490627458400127e+02
9.000000000000000222e-01,1.000000000000000000e+00,5.999999999999999778e-01,2.461490627458400127e+02
1.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,2.472955060242449861e+02
9.000000000000000222e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.472955060242449861e+02
1.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000056e-01,2.517741490300309977e+02
8.000000000000000444e-01,1.000000000000000000e+00,1.000000000000000056e-01,2.517741490300309977e+02
8.000000000000000444e-01,1.000000000000000000e+00,9.000000000000000222e-01,2.517741490300309977e+02
1.000000000000000000e+00,8.000000000000000444e-01,9.000000000000000222e-01,2.517741490300309977e+02
9.000000000000000222e-01,9.000000000000000222e-01,1.000000000000000056e-01,2.547079672868840134e+02
9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,2.547079672868840134e+02
1.000000000000000000e+00,8.000000000000000444e-01,8.000000000000000444e-01,2.604616378595779906e+02
8.000000000000000444e-01,1.000000000000000000e+00,2.000000000000000111e-01,2.604616378595779906e+02
1.000000000000000000e+00,8.000000000000000444e-01,2.000000000000000111e-01,2.604616378595779906e+02
8.000000000000000444e-01,1.000000000000000000e+00,8.000000000000000444e-01,2.604616378595779906e+02
1.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.624528330587839946e+02
6.999999999999999556e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.624528330587839946e+02
6.999999999999999556e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.624528330587839946e+02
1.000000000000000000e+00,6.999999999999999556e-01,1.000000000000000000e+00,2.624528330587839946e+02
9.000000000000000222e-01,9.000000000000000222e-01,2.000000000000000111e-01,2.635854085162890215e+02
9.000000000000000222e-01,9.000000000000000222e-01,8.000000000000000444e-01,2.635854085162890215e+02
1.000000000000000000e+00,8.000000000000000444e-01,6.999999999999999556e-01,2.669711833220000017e+02
8.000000000000000444e-01,1.000000000000000000e+00,2.999999999999999889e-01,2.669711833220000017e+02
1.000000000000000000e+00,8.000000000000000444e-01,2.999999999999999889e-01,2.669711833220000017e+02
